sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
99,3,A,,documentLevelAllowanceVatRate,Text,0..1,,,syntax,documentLevelAllowances,A0099,/C0058/A0099,$.invoice.documentLevelAllowances.documentLevelAllowanceVatRate,invoice.documentLevelAllowances.documentLevelAllowanceVatRate,,,invoice_documentLevelAllowances_documentLevelAllowanceVatRate,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent
100,3,A,,documentLevelAllowanceReason,Text,0..1,,,syntax,documentLevelAllowances,A0100,/C0058/A0100,$.invoice.documentLevelAllowances.documentLevelAllowanceReason,invoice.documentLevelAllowances.documentLevelAllowanceReason,,,invoice_documentLevelAllowances_documentLevelAllowanceReason,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason
101,3,A,,documentLevelAllowanceReasonCode,Text,0..1,,,syntax,documentLevelAllowances,A0101,/C0058/A0101,$.invoice.documentLevelAllowances.documentLevelAllowanceReasonCode,invoice.documentLevelAllowances.documentLevelAllowanceReasonCode,,,invoice_documentLevelAllowances_documentLevelAllowanceReasonCode,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode
102,3,A,,documentLevelChargeBaseAmount,Text,0..1,,,syntax,documentLevelCharges,A0102,/C0061/A0102,$.invoice.documentLevelCharges.documentLevelChargeBaseAmount,invoice.documentLevelCharges.documentLevelChargeBaseAmount,,,invoice_documentLevelCharges_documentLevelChargeBaseAmount,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount
103,3,A,,documentLevelChargePercentage,Text,0..1,,,syntax,documentLevelCharges,A0103,/C0061/A0103,$.invoice.documentLevelCharges.documentLevelChargePercentage,invoice.documentLevelCharges.documentLevelChargePercentage,,,invoice_documentLevelCharges_documentLevelChargePercentage,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric
104,3,A,,documentLevelChargeVatCategoryCode,Text,0..1,,,syntax,documentLevelCharges,A0104,/C0061/A0104,$.invoice.documentLevelCharges.documentLevelChargeVatCategoryCode,invoice.documentLevelCharges.documentLevelChargeVatCategoryCode,,,invoice_documentLevelCharges_documentLevelChargeVatCategoryCode,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID
105,3,A,,documentLevelChargeVatRate,Text,0..1,,,syntax,documentLevelCharges,A0105,/C0061/A0105,$.invoice.documentLevelCharges.documentLevelChargeVatRate,invoice.documentLevelCharges.documentLevelChargeVatRate,,,invoice_documentLevelCharges_documentLevelChargeVatRate,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent
106,3,A,,documentLevelChargeReason,Text,0..1,,,syntax,documentLevelCharges,A0106,/C0061/A0106,$.invoice.documentLevelCharges.documentLevelChargeReason,invoice.documentLevelCharges.documentLevelChargeReason,,,invoice_documentLevelCharges_documentLevelChargeReason,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason
107,3,A,,documentLevelChargeReasonCode,Text,0..1,,,syntax,documentLevelCharges,A0107,/C0061/A0107,$.invoice.documentLevelCharges.documentLevelChargeReasonCode,invoice.documentLevelCharges.documentLevelChargeReasonCode,,,invoice_documentLevelCharges_documentLevelChargeReasonCode,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode
108,3,A,,vatExemptionReasonText,Text,0..1,,,syntax,vatBreakdown,A0108,/C0064/A0108,$.invoice.vatBreakdown.vatExemptionReasonText,invoice.vatBreakdown.vatExemptionReasonText,,,invoice_vatBreakdown_vatExemptionReasonText,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason
109,3,A,,vatExemptionReasonCode,Text,0..1,,,syntax,vatBreakdown,A0109,/C0064/A0109,$.invoice.vatBreakdown.vatExemptionReasonCode,invoice.vatBreakdown.vatExemptionReasonCode,,,invoice_vatBreakdown_vatExemptionReasonCode,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode
110,3,A,,invoiceTotalVatAmountInAccountingCurrency,Text,0..1,,,syntax,documentTotals,A0110,/C0070/A0110,$.invoice.documentTotals.invoiceTotalVatAmountInAccountingCurrency,invoice.documentTotals.invoiceTotalVatAmountInAccountingCurrency,,,invoice_documentTotals_invoiceTotalVatAmountInAccountingCurrency,/Invoice/cac:TaxTotal/cbc:TaxAmount
111,3,A,,paidAmount,Text,0..1,,,syntax,documentTotals,A0111,/C0070/A0111,$.invoice.documentTotals.paidAmount,invoice.documentTotals.paidAmount,,,invoice_documentTotals_paidAmount,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount
112,3,A,,roundingAmount,Text,0..1,,,syntax,documentTotals,A0112,/C0070/A0112,$.invoice.documentTotals.roundingAmount,invoice.documentTotals.roundingAmount,,,invoice_documentTotals_roundingAmount,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount
113,3,A,,invoiceLineObjectIdentifier,Text,0..1,,,syntax,invoiceLine,A0113,/C0079/A0113,$.invoice.invoiceLine.invoiceLineObjectIdentifier,invoice.invoiceLine.invoiceLineObjectIdentifier,,,invoice_invoiceLine_invoiceLineObjectIdentifier,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID
114,3,A,,referencedPurchaseOrderLineReference,Text,0..1,,,syntax,invoiceLine,A0114,/C0079/A0114,$.invoice.invoiceLine.referencedPurchaseOrderLineReference,invoice.invoiceLine.referencedPurchaseOrderLineReference,,,invoice_invoiceLine_referencedPurchaseOrderLineReference,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID
115,3,A,,invoiceLineBuyerAccountingReference,Text,0..1,,,syntax,invoiceLine,A0115,/C0079/A0115,$.invoice.invoiceLine.invoiceLineBuyerAccountingReference,invoice.invoiceLine.invoiceLineBuyerAccountingReference,,,invoice_invoiceLine_invoiceLineBuyerAccountingReference,/Invoice/cac:InvoiceLine/cbc:AccountingCost
116,3,A,,invoiceLinePeriod,Text,0..1,,,syntax,invoiceLine,A0116,/C0079/A0116,$.invoice.invoiceLine.invoiceLinePeriod,invoice.invoiceLine.invoiceLinePeriod,,,invoice_invoiceLine_invoiceLinePeriod,/Invoice/cac:InvoiceLine/cac:InvoicePeriod
117,3,C,,invoiceLinePeriod,,1..*,,,syntax,invoiceLinePeriod,C0117,/C0001/C0079/C0117,$.invoice.invoiceLine.invoiceLinePeriod,invoice.invoiceLine.invoiceLinePeriod,,,invoiceLinePeriod,
118,4,A,,invoiceLinePeriodStartDate,Text,0..1,,,syntax,invoiceLinePeriod,A0118,/C0117/A0118,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodStartDate,invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodStartDate,,,invoice_invoiceLine_invoiceLinePeriod_invoiceLinePeriodStartDate,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate
119,4,A,,invoiceLinePeriodEndDate,Text,0..1,,,syntax,invoiceLinePeriod,A0119,/C0117/A0119,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodEndDate,invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodEndDate,,,invoice_invoiceLine_invoiceLinePeriod_invoiceLinePeriodEndDate,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate
120,3,A,,invoiceLineAllowances,Text,0..1,,,syntax,invoiceLine,A0120,/C0079/A0120,$.invoice.invoiceLine.invoiceLineAllowances,invoice.invoiceLine.invoiceLineAllowances,,,invoice_invoiceLine_invoiceLineAllowances,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]
121,3,C,,invoiceLineAllowances,,1..*,,,syntax,invoiceLineAllowances,C0121,/C0001/C0079/C0121,$.invoice.invoiceLine.invoiceLineAllowances,invoice.invoiceLine.invoiceLineAllowances,,,invoiceLineAllowances,
122,4,A,,invoiceLineAllowanceAmount,Text,0..1,,,syntax,invoiceLineAllowances,A0122,/C0121/A0122,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceAmount,invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceAmount,,,invoice_invoiceLine_invoiceLineAllowances_invoiceLineAllowanceAmount,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount
123,4,A,,invoiceLineAllowanceBaseAmount,Text,0..1,,,syntax,invoiceLineAllowances,A0123,/C0121/A0123,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceBaseAmount,invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceBaseAmount,,,invoice_invoiceLine_invoiceLineAllowances_invoiceLineAllowanceBaseAmount,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount
124,4,A,,invoiceLineAllowancePercentage,Text,0..1,,,syntax,invoiceLineAllowances,A0124,/C0121/A0124,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowancePercentage,invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowancePercentage,,,invoice_invoiceLine_invoiceLineAllowances_invoiceLineAllowancePercentage,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric
125,4,A,,invoiceLineAllowanceReason,Text,0..1,,,syntax,invoiceLineAllowances,A0125,/C0121/A0125,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReason,invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReason,,,invoice_invoiceLine_invoiceLineAllowances_invoiceLineAllowanceReason,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason
126,4,A,,invoiceLineAllowanceReasonCode,Text,0..1,,,syntax,invoiceLineAllowances,A0126,/C0121/A0126,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReasonCode,invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReasonCode,,,invoice_invoiceLine_invoiceLineAllowances_invoiceLineAllowanceReasonCode,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode
127,3,A,,invoiceLineCharges,Text,0..1,,,syntax,invoiceLine,A0127,/C0079/A0127,$.invoice.invoiceLine.invoiceLineCharges,invoice.invoiceLine.invoiceLineCharges,,,invoice_invoiceLine_invoiceLineCharges,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]
128,3,C,,invoiceLineCharges,,1..*,,,syntax,invoiceLineCharges,C0128,/C0001/C0079/C0128,$.invoice.invoiceLine.invoiceLineCharges,invoice.invoiceLine.invoiceLineCharges,,,invoiceLineCharges,
129,4,A,,invoiceLineChargeAmount,Text,0..1,,,syntax,invoiceLineCharges,A0129,/C0128/A0129,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeAmount,invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeAmount,,,invoice_invoiceLine_invoiceLineCharges_invoiceLineChargeAmount,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount
130,4,A,,invoiceLineChargeBaseAmount,Text,0..1,,,syntax,invoiceLineCharges,A0130,/C0128/A0130,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeBaseAmount,invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeBaseAmount,,,invoice_invoiceLine_invoiceLineCharges_invoiceLineChargeBaseAmount,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount
131,4,A,,invoiceLineChargePercentage,Text,0..1,,,syntax,invoiceLineCharges,A0131,/C0128/A0131,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargePercentage,invoice.invoiceLine.invoiceLineCharges.invoiceLineChargePercentage,,,invoice_invoiceLine_invoiceLineCharges_invoiceLineChargePercentage,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric
132,4,A,,invoiceLineChargeReason,Text,0..1,,,syntax,invoiceLineCharges,A0132,/C0128/A0132,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReason,invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReason,,,invoice_invoiceLine_invoiceLineCharges_invoiceLineChargeReason,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason
133,4,A,,invoiceLineChargeReasonCode,Text,0..1,,,syntax,invoiceLineCharges,A0133,/C0128/A0133,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReasonCode,invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReasonCode,,,invoice_invoiceLine_invoiceLineCharges_invoiceLineChargeReasonCode,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode
134,3,A,,valueAddedTaxPointDate,Text,0..1,,,syntax,invoiceDocumentContext,A0134,/C0003/A0134,$.invoice.invoiceDocumentContext.valueAddedTaxPointDate,invoice.invoiceDocumentContext.valueAddedTaxPointDate,,,invoice_invoiceDocumentContext_valueAddedTaxPointDate,/Invoice/cbc:TaxPointDate
135,3,A,,valueAddedTaxPointDateCode,Text,0..1,,,syntax,invoiceDocumentContext,A0135,/C0003/A0135,$.invoice.invoiceDocumentContext.valueAddedTaxPointDateCode,invoice.invoiceDocumentContext.valueAddedTaxPointDateCode,,,invoice_invoiceDocumentContext_valueAddedTaxPointDateCode,/Invoice/cac:InvoicePeriod/cbc:DescriptionCode
136,3,A,,projectReference,Text,0..1,,,syntax,invoiceDocumentContext,A0136,/C0003/A0136,$.invoice.invoiceDocumentContext.projectReference,invoice.invoiceDocumentContext.projectReference,,,invoice_invoiceDocumentContext_projectReference,/Invoice/cac:ProjectReference/cbc:ID
137,3,A,,contractReference,Text,0..1,,,syntax,invoiceDocumentContext,A0137,/C0003/A0137,$.invoice.invoiceDocumentContext.contractReference,invoice.invoiceDocumentContext.contractReference,,,invoice_invoiceDocumentContext_contractReference,/Invoice/cac:ContractDocumentReference/cbc:ID
138,3,A,,purchaseOrderReference,Text,0..1,,,syntax,invoiceDocumentContext,A0138,/C0003/A0138,$.invoice.invoiceDocumentContext.purchaseOrderReference,invoice.invoiceDocumentContext.purchaseOrderReference,,,invoice_invoiceDocumentContext_purchaseOrderReference,/Invoice/cac:OrderReference/cbc:ID
139,3,A,,salesOrderReference,Text,0..1,,,syntax,invoiceDocumentContext,A0139,/C0003/A0139,$.invoice.invoiceDocumentContext.salesOrderReference,invoice.invoiceDocumentContext.salesOrderReference,,,invoice_invoiceDocumentContext_salesOrderReference,/Invoice/cac:OrderReference/cbc:SalesOrderID
140,3,A,,receivingAdviceReference,Text,0..1,,,syntax,invoiceDocumentContext,A0140,/C0003/A0140,$.invoice.invoiceDocumentContext.receivingAdviceReference,invoice.invoiceDocumentContext.receivingAdviceReference,,,invoice_invoiceDocumentContext_receivingAdviceReference,/Invoice/cac:ReceiptDocumentReference/cbc:ID
141,3,A,,despatchAdviceReference,Text,0..1,,,syntax,invoiceDocumentContext,A0141,/C0003/A0141,$.invoice.invoiceDocumentContext.despatchAdviceReference,invoice.invoiceDocumentContext.despatchAdviceReference,,,invoice_invoiceDocumentContext_despatchAdviceReference,/Invoice/cac:DespatchDocumentReference/cbc:ID
142,3,A,,tenderOrLotReference,Text,0..1,,,syntax,invoiceDocumentContext,A0142,/C0003/A0142,$.invoice.invoiceDocumentContext.tenderOrLotReference,invoice.invoiceDocumentContext.tenderOrLotReference,,,invoice_invoiceDocumentContext_tenderOrLotReference,/Invoice/cac:OriginatorDocumentReference/cbc:ID
143,3,A,,invoicedObjectIdentifier,Text,0..1,,,syntax,invoiceDocumentContext,A0143,/C0003/A0143,$.invoice.invoiceDocumentContext.invoicedObjectIdentifier,invoice.invoiceDocumentContext.invoicedObjectIdentifier,,,invoice_invoiceDocumentContext_invoicedObjectIdentifier,/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']/cbc:ID
144,3,A,,buyerAccountingReference,Text,0..1,,,syntax,invoiceDocumentContext,A0144,/C0003/A0144,$.invoice.invoiceDocumentContext.buyerAccountingReference,invoice.invoiceDocumentContext.buyerAccountingReference,,,invoice_invoiceDocumentContext_buyerAccountingReference,/Invoice/cbc:AccountingCost
145,2,A,,processControl,Text,0..1,,,syntax,invoice,A0145,/C0001/A0145,$.invoice.processControl,invoice.processControl,,,invoice_processControl,/Invoice
146,2,C,,invoiceNote,,1..*,,,syntax,invoiceNote,C0146,/C0001/C0146,$.invoice.invoiceNote,invoice.invoiceNote,,,invoiceNote,
147,3,A,,invoiceNoteSubjectCode,Text,0..1,,,syntax,invoiceNote,A0147,/C0146/A0147,$.invoice.invoiceNote.invoiceNoteSubjectCode,invoice.invoiceNote.invoiceNoteSubjectCode,,,invoice_invoiceNote_invoiceNoteSubjectCode,/Invoice/cbc:Note/@subjectCode
148,3,A,,invoiceNote,Text,0..1,,,syntax,invoiceNote,A0148,/C0146/A0148,$.invoice.invoiceNote.invoiceNote,invoice.invoiceNote.invoiceNote,,,invoice_invoiceNote_invoiceNote,/Invoice/cbc:Note
149,3,A,,sellerTaxRegistrationIdentifier,Text,0..1,,,syntax,seller,A0149,/C0019/A0149,$.invoice.seller.sellerTaxRegistrationIdentifier,invoice.seller.sellerTaxRegistrationIdentifier,,,invoice_seller_sellerTaxRegistrationIdentifier,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cbc:CompanyID
150,3,A,,sellerAdditionalLegalInformation,Text,0..1,,,syntax,seller,A0150,/C0019/A0150,$.invoice.seller.sellerAdditionalLegalInformation,invoice.seller.sellerAdditionalLegalInformation,,,invoice_seller_sellerAdditionalLegalInformation,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm
151,3,A,,sellerElectronicAddress,Text,0..1,,,syntax,seller,A0151,/C0019/A0151,$.invoice.seller.sellerElectronicAddress,invoice.seller.sellerElectronicAddress,,,invoice_seller_sellerElectronicAddress,/Invoice/cac:AccountingSupplierParty/cac:Party/cbc:EndpointID
152,4,A,,sellerAddressLine2,Text,0..1,,,syntax,sellerPostalAddress,A0152,/C0033/A0152,$.invoice.seller.sellerPostalAddress.sellerAddressLine2,invoice.seller.sellerPostalAddress.sellerAddressLine2,,,invoice_seller_sellerPostalAddress_sellerAddressLine2,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName
153,4,A,,sellerAddressLine3,Text,0..1,,,syntax,sellerPostalAddress,A0153,/C0033/A0153,$.invoice.seller.sellerPostalAddress.sellerAddressLine3,invoice.seller.sellerPostalAddress.sellerAddressLine3,,,invoice_seller_sellerPostalAddress_sellerAddressLine3,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line
154,4,A,,sellerCountrySubdivision,Text,0..1,,,syntax,sellerPostalAddress,A0154,/C0033/A0154,$.invoice.seller.sellerPostalAddress.sellerCountrySubdivision,invoice.seller.sellerPostalAddress.sellerCountrySubdivision,,,invoice_seller_sellerPostalAddress_sellerCountrySubdivision,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity
155,3,A,,sellerContact,Text,0..1,,,syntax,seller,A0155,/C0019/A0155,$.invoice.seller.sellerContact,invoice.seller.sellerContact,,,invoice_seller_sellerContact,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact
156,3,C,,sellerContact,,1..*,,,syntax,sellerContact,C0156,/C0001/C0019/C0156,$.invoice.seller.sellerContact,invoice.seller.sellerContact,,,sellerContact,
157,4,A,,sellerContactPoint,Text,0..1,,,syntax,sellerContact,A0157,/C0156/A0157,$.invoice.seller.sellerContact.sellerContactPoint,invoice.seller.sellerContact.sellerContactPoint,,,invoice_seller_sellerContact_sellerContactPoint,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name
158,4,A,,sellerContactTelephoneNumber,Text,0..1,,,syntax,sellerContact,A0158,/C0156/A0158,$.invoice.seller.sellerContact.sellerContactTelephoneNumber,invoice.seller.sellerContact.sellerContactTelephoneNumber,,,invoice_seller_sellerContact_sellerContactTelephoneNumber,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone
159,4,A,,sellerContactEmailAddress,Text,0..1,,,syntax,sellerContact,A0159,/C0156/A0159,$.invoice.seller.sellerContact.sellerContactEmailAddress,invoice.seller.sellerContact.sellerContactEmailAddress,,,invoice_seller_sellerContact_sellerContactEmailAddress,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail
160,3,A,,buyerElectronicAddress,Text,0..1,,,syntax,buyer,A0160,/C0026/A0160,$.invoice.buyer.buyerElectronicAddress,invoice.buyer.buyerElectronicAddress,,,invoice_buyer_buyerElectronicAddress,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID
161,4,A,,buyerAddressLine2,Text,0..1,,,syntax,buyerPostalAddress,A0161,/C0039/A0161,$.invoice.buyer.buyerPostalAddress.buyerAddressLine2,invoice.buyer.buyerPostalAddress.buyerAddressLine2,,,invoice_buyer_buyerPostalAddress_buyerAddressLine2,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName
162,4,A,,buyerAddressLine3,Text,0..1,,,syntax,buyerPostalAddress,A0162,/C0039/A0162,$.invoice.buyer.buyerPostalAddress.buyerAddressLine3,invoice.buyer.buyerPostalAddress.buyerAddressLine3,,,invoice_buyer_buyerPostalAddress_buyerAddressLine3,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line
163,4,A,,buyerCountrySubdivision,Text,0..1,,,syntax,buyerPostalAddress,A0163,/C0039/A0163,$.invoice.buyer.buyerPostalAddress.buyerCountrySubdivision,invoice.buyer.buyerPostalAddress.buyerCountrySubdivision,,,invoice_buyer_buyerPostalAddress_buyerCountrySubdivision,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity
164,3,A,,buyerContact,Text,0..1,,,syntax,buyer,A0164,/C0026/A0164,$.invoice.buyer.buyerContact,invoice.buyer.buyerContact,,,invoice_buyer_buyerContact,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact
165,3,C,,buyerContact,,1..*,,,syntax,buyerContact,C0165,/C0001/C0026/C0165,$.invoice.buyer.buyerContact,invoice.buyer.buyerContact,,,buyerContact,
166,4,A,,buyerContactPoint,Text,0..1,,,syntax,buyerContact,A0166,/C0165/A0166,$.invoice.buyer.buyerContact.buyerContactPoint,invoice.buyer.buyerContact.buyerContactPoint,,,invoice_buyer_buyerContact_buyerContactPoint,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name
167,4,A,,buyerContactTelephoneNumber,Text,0..1,,,syntax,buyerContact,A0167,/C0165/A0167,$.invoice.buyer.buyerContact.buyerContactTelephoneNumber,invoice.buyer.buyerContact.buyerContactTelephoneNumber,,,invoice_buyer_buyerContact_buyerContactTelephoneNumber,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telephone
168,4,A,,buyerContactEmailAddress,Text,0..1,,,syntax,buyerContact,A0168,/C0165/A0168,$.invoice.buyer.buyerContact.buyerContactEmailAddress,invoice.buyer.buyerContact.buyerContactEmailAddress,,,invoice_buyer_buyerContact_buyerContactEmailAddress,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail
169,2,A,,payee,Text,0..1,,,syntax,invoice,A0169,/C0001/A0169,$.invoice.payee,invoice.payee,,,invoice_payee,/Invoice/cac:PayeeParty
170,2,C,,payee,,1..*,,,syntax,payee,C0170,/C0001/C0170,$.invoice.payee,invoice.payee,,,payee,
171,3,A,,payeeName,Text,0..1,,,syntax,payee,A0171,/C0170/A0171,$.invoice.payee.payeeName,invoice.payee.payeeName,,,invoice_payee_payeeName,/Invoice/cac:PayeeParty/cac:PartyName/cbc:Name
172,3,A,,payeeIdentifier,Text,0..1,,,syntax,payee,A0172,/C0170/A0172,$.invoice.payee.payeeIdentifier,invoice.payee.payeeIdentifier,,,invoice_payee_payeeIdentifier,/Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID
173,3,A,,payeeLegalRegistrationIdentifier,Text,0..1,,,syntax,payee,A0173,/C0170/A0173,$.invoice.payee.payeeLegalRegistrationIdentifier,invoice.payee.payeeLegalRegistrationIdentifier,,,invoice_payee_payeeLegalRegistrationIdentifier,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID
174,2,A,,sellerTaxRepresentativeParty,Text,0..1,,,syntax,invoice,A0174,/C0001/A0174,$.invoice.sellerTaxRepresentativeParty,invoice.sellerTaxRepresentativeParty,,,invoice_sellerTaxRepresentativeParty,/Invoice/cac:TaxRepresentativeParty
175,2,C,,sellerTaxRepresentativeParty,,1..*,,,syntax,sellerTaxRepresentativeParty,C0175,/C0001/C0175,$.invoice.sellerTaxRepresentativeParty,invoice.sellerTaxRepresentativeParty,,,sellerTaxRepresentativeParty,
176,3,A,,sellerTaxRepresentativeName,Text,0..1,,,syntax,sellerTaxRepresentativeParty,A0176,/C0175/A0176,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativeName,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativeName,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativeName,/Invoice/cac:TaxRepresentativeParty/cac:PartyName/cbc:Name
177,3,A,,sellerTaxRepresentativeVatIdentifier,Text,0..1,,,syntax,sellerTaxRepresentativeParty,A0177,/C0175/A0177,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativeVatIdentifier,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativeVatIdentifier,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativeVatIdentifier,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cbc:CompanyID
178,3,A,,sellerTaxRepresentativePostalAddress,Text,0..1,,,syntax,sellerTaxRepresentativeParty,A0178,/C0175/A0178,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress
179,3,C,,sellerTaxRepresentativePostalAddress,,1..*,,,syntax,sellerTaxRepresentativePostalAddress,C0179,/C0001/C0175/C0179,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress,,,sellerTaxRepresentativePostalAddress,
