Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81
20210420,900015,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,479460,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900015,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,,,,,,,,,
20210420,900015,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V009,Demo Vendor Summit,00,Out of scope,135240,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900015,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,V009,Demo Vendor Summit,,,,,,,,,,,,,,,,,,,,,,,
20210420,900015,21,0,,,,,,,,,,,,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,116790,0,Synthetic demo multi-vendor settlement 900015,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210420,900015,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,497910,0,Synthetic demo multi-vendor settlement 900015,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210420,900029,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S001,Demo Property Services,00,Out of scope,183370,0,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,183370,0,Synthetic demo prepaid service 900029,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,S001,Demo Property Services,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210420,900039,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S005,Demo Professional Services,00,Out of scope,83970,0,1,D05,Demo Digital Services,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,83970,0,Synthetic demo prepaid service 900039,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210420120000,S005,Demo Professional Services,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210422,900016,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,241670,21970,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,241670,0,Synthetic demo purchase on account 900016,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20210422,900021,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,189620,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900021,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20210422,900021,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,93400,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900021,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20210422,900021,21,0,,,,,,,,,,,,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,90560,0,Synthetic demo multi-vendor settlement 900021,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210422,900021,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,192460,0,Synthetic demo multi-vendor settlement 900021,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210422,900025,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,187410,17037,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,187410,0,Synthetic demo purchase on account 900025,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20210422,900040,21,0,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,43800,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900040,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,B002,North Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20210422,900040,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,164790,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900040,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,C001,Demo Customer Aurora,,,,,,,,,,,,,,,,,,,,,,,
20210422,900040,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C002,Demo Customer Birch,B5,Taxable sale 10%,60490,5499,Synthetic demo mixed sales and receipt 900040,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,,,,,,,,,C002,Demo Customer Birch,,,,,,,,,,,,,,,
20210422,900040,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C003,Demo Customer Cobalt,B5,Taxable sale 10%,148100,13464,Synthetic demo mixed sales and receipt 900040,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210422120000,,,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20210423,900002,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,152170,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,152170,13834,Synthetic demo credit sale 900002,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210423120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210423,900041,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,97700,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C004,Demo Customer Dawn,B5,Taxable sale 10%,97700,8882,Synthetic demo credit sale 900041,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210423120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210423,900052,21,0,1,D03,Demo Operations,6030,Demo Utilities,S002,Demo Energy Services,Q5,Taxable purchase 10%,96180,8744,1,D03,Demo Operations,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,246630,0,Synthetic demo operating cost bundle 900052,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210423120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210423,900052,21,0,1,D03,Demo Operations,6040,Demo Communication,S003,Demo Network Services,Q5,Taxable purchase 10%,59190,5381,,,,,,,,,,,,Synthetic demo operating cost bundle 900052,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210423120000,S003,Demo Network Services,,,,,,,,,,,,,,,,,,,,,,,
20210423,900052,21,0,1,D03,Demo Operations,6060,Demo Office Supplies,V003,Demo Vendor Mosaic,Q5,Taxable purchase 10%,91260,8296,,,,,,,,,,,,Synthetic demo operating cost bundle 900052,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210423120000,V003,Demo Vendor Mosaic,,,,,,,,,,,,,,,,,,,,,,,
20210424,900009,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V010,Demo Vendor Tandem,00,Out of scope,206960,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900009,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,V010,Demo Vendor Tandem,,,,,,,,,,,,,,,,,,,,,,,
20210424,900009,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V003,Demo Vendor Mosaic,00,Out of scope,101950,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900009,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,V003,Demo Vendor Mosaic,,,,,,,,,,,,,,,,,,,,,,,
20210424,900009,21,0,,,,,,,,,,,,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,52510,0,Synthetic demo multi-vendor settlement 900009,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210424,900009,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,256400,0,Synthetic demo multi-vendor settlement 900009,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210424,900019,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S002,Demo Energy Services,00,Out of scope,83490,0,1,D05,Demo Digital Services,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,83490,0,Synthetic demo prepaid service 900019,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210424,900038,21,0,1,D05,Demo Digital Services,6040,Demo Communication,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,34930,3175,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,34930,0,Synthetic demo operating expense 900038,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210424120000,V001,Demo Vendor Keystone,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210425,900042,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,70700,0,1,D01,Demo Sales,4000,Demo Product Sales,C007,Demo Customer Grove,B5,Taxable sale 10%,70700,6427,Synthetic demo credit sale 900042,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210425120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210426,900057,21,0,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,122790,0,1,D04,Demo Logistics,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,122790,0,Synthetic demo vendor settlement 900057,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210426120000,V006,Demo Vendor Prairie,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210426,900059,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,00,Out of scope,249310,0,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,249310,0,Synthetic demo prepaid service 900059,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210426120000,S006,Demo Insurance Services,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210427,900022,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,545850,0,1,D01,Demo Sales,4010,Demo Service Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,545850,49623,Synthetic demo credit sale 900022,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210427120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210427,900061,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,174850,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900061,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210427120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20210427,900061,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,35820,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900061,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210427120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20210427,900061,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,61090,0,Synthetic demo multi-vendor settlement 900061,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210427120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210427,900061,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,149580,0,Synthetic demo multi-vendor settlement 900061,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210427120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210428,900053,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,326610,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,326610,0,Synthetic demo customer receipt 900053,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210428120000,B003,Harbor Demo Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210429,900013,21,0,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,151030,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,151030,0,Synthetic demo customer receipt 900013,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210429120000,B002,North Demo Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210429,900018,21,0,1,D02,Demo Administration,6000,Demo Salaries,,,00,Out of scope,91900,0,1,D02,Demo Administration,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,296470,0,Synthetic demo monthly payroll bundle 900018,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210429120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210429,900018,21,0,1,D02,Demo Administration,6010,Demo Statutory Welfare,,,00,Out of scope,44470,0,,,,,,,,,,,,Synthetic demo monthly payroll bundle 900018,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210429120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210429,900018,21,0,1,D02,Demo Administration,2110,Demo Payroll Withholding,,,00,Out of scope,160100,0,,,,,,,,,,,,Synthetic demo monthly payroll bundle 900018,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210429120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210429,900047,21,0,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,338130,0,1,D04,Demo Logistics,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,338130,0,Synthetic demo vendor settlement 900047,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210429120000,V006,Demo Vendor Prairie,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210430,900011,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,82880,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,360350,0,Synthetic demo financing settlement 900011,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210430120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210430,900011,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,21620,0,,,,,,,,,,,,Synthetic demo financing settlement 900011,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210430120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20210430,900011,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,255850,0,,,,,,,,,,,,Synthetic demo financing settlement 900011,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210430120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210430,900054,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,163850,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,163850,0,Synthetic demo customer receipt 900054,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210430120000,B001,Demo Central Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20210430,900062,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,525670,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,525670,47788,Synthetic demo credit sale 900062,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210430120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
