Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81
20210629,900139,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S002,Demo Energy Services,00,Out of scope,205380,0,1,D05,Demo Digital Services,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,205380,0,Synthetic demo prepaid service 900139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210629120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210630,900127,21,0,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,357230,0,1,D04,Demo Logistics,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,357230,0,Synthetic demo vendor settlement 900127,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,V006,Demo Vendor Prairie,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210630,900142,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,399260,0,1,D01,Demo Sales,4010,Demo Service Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,399260,36296,Synthetic demo credit sale 900142,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210630,900165,21,0,1,D04,Demo Logistics,5000,Demo Purchases,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,129600,11782,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,129600,0,Synthetic demo purchase on account 900165,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20210630,900172,21,0,1,D03,Demo Operations,6030,Demo Utilities,S002,Demo Energy Services,Q5,Taxable purchase 10%,121450,11041,1,D03,Demo Operations,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,467140,0,Synthetic demo operating cost bundle 900172,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210630,900172,21,0,1,D03,Demo Operations,6040,Demo Communication,S003,Demo Network Services,Q5,Taxable purchase 10%,74740,6795,,,,,,,,,,,,Synthetic demo operating cost bundle 900172,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,S003,Demo Network Services,,,,,,,,,,,,,,,,,,,,,,,
20210630,900172,21,0,1,D03,Demo Operations,6060,Demo Office Supplies,V003,Demo Vendor Mosaic,Q5,Taxable purchase 10%,270950,24632,,,,,,,,,,,,Synthetic demo operating cost bundle 900172,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210630120000,V003,Demo Vendor Mosaic,,,,,,,,,,,,,,,,,,,,,,,
20210701,900184,21,0,1,D03,Demo Operations,6030,Demo Utilities,S002,Demo Energy Services,Q6,Taxable purchase 8%,234790,17392,1,D03,Demo Operations,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,559040,0,Synthetic demo operating cost bundle 900184,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210701120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210701,900184,21,0,1,D03,Demo Operations,6040,Demo Communication,S003,Demo Network Services,Q5,Taxable purchase 10%,150940,13722,,,,,,,,,,,,Synthetic demo operating cost bundle 900184,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210701120000,S003,Demo Network Services,,,,,,,,,,,,,,,,,,,,,,,
20210701,900184,21,0,1,D03,Demo Operations,6060,Demo Office Supplies,V005,Demo Vendor Orchid,Q5,Taxable purchase 10%,173310,15755,,,,,,,,,,,,Synthetic demo operating cost bundle 900184,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210701120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20210701,900190,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,322010,0,1,D01,Demo Sales,4010,Demo Service Revenue,C001,Demo Customer Aurora,B5,Taxable sale 10%,322010,29274,Synthetic demo credit sale 900190,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210701120000,C001,Demo Customer Aurora,,,,,,,C001,Demo Customer Aurora,,,,,,,,,,,,,,,
20210703,900211,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,417160,0,1,D01,Demo Sales,4010,Demo Service Revenue,C004,Demo Customer Dawn,B5,Taxable sale 10%,417160,37924,Synthetic demo credit sale 900211,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210703120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210703,900226,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,84120,7647,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,84120,0,Synthetic demo purchase on account 900226,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210703120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20210704,900235,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,135020,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900235,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210704120000,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,,,,,,,,,
20210704,900235,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V009,Demo Vendor Summit,00,Out of scope,124640,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900235,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210704120000,V009,Demo Vendor Summit,,,,,,,,,,,,,,,,,,,,,,,
20210704,900235,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,163580,0,Synthetic demo multi-vendor settlement 900235,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210704120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210704,900235,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,96080,0,Synthetic demo multi-vendor settlement 900235,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210704120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210705,900218,21,0,1,D05,Demo Digital Services,6040,Demo Communication,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,3900,355,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,3900,0,Synthetic demo operating expense 900218,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210705120000,V001,Demo Vendor Keystone,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210706,900188,21,0,1,D05,Demo Digital Services,6100,Demo Repairs,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,97330,8848,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,97330,0,Synthetic demo operating expense 900188,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210706120000,V001,Demo Vendor Keystone,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210706,900194,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,426780,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,426780,0,Synthetic demo customer receipt 900194,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210706120000,B003,Harbor Demo Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20210706,900201,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,452220,0,1,D01,Demo Sales,4000,Demo Product Sales,C004,Demo Customer Dawn,B5,Taxable sale 10%,452220,41111,Synthetic demo credit sale 900201,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210706120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210710,900225,21,0,1,D02,Demo Administration,6000,Demo Salaries,,,00,Out of scope,164770,0,1,D02,Demo Administration,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,531540,0,Synthetic demo monthly payroll bundle 900225,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210710120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210710,900225,21,0,1,D02,Demo Administration,6010,Demo Statutory Welfare,,,00,Out of scope,191350,0,,,,,,,,,,,,Synthetic demo monthly payroll bundle 900225,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210710120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210710,900225,21,0,1,D02,Demo Administration,2110,Demo Payroll Withholding,,,00,Out of scope,175420,0,,,,,,,,,,,,Synthetic demo monthly payroll bundle 900225,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210710120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210710,900231,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,292430,0,1,D01,Demo Sales,4000,Demo Product Sales,C004,Demo Customer Dawn,B5,Taxable sale 10%,292430,26585,Synthetic demo credit sale 900231,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210710120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210711,900199,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V010,Demo Vendor Tandem,00,Out of scope,72970,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900199,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210711120000,V010,Demo Vendor Tandem,,,,,,,,,,,,,,,,,,,,,,,
20210711,900199,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V003,Demo Vendor Mosaic,00,Out of scope,311120,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900199,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210711120000,V003,Demo Vendor Mosaic,,,,,,,,,,,,,,,,,,,,,,,
20210711,900199,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,238130,0,Synthetic demo multi-vendor settlement 900199,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210711120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210711,900199,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,145960,0,Synthetic demo multi-vendor settlement 900199,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210711120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210712,900181,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,248190,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900181,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210712120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20210712,900181,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,82730,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900181,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210712120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20210712,900181,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,86030,0,Synthetic demo multi-vendor settlement 900181,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210712120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210712,900181,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,244890,0,Synthetic demo multi-vendor settlement 900181,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210712120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210712,900192,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,264960,0,1,D01,Demo Sales,4000,Demo Product Sales,C007,Demo Customer Grove,B5,Taxable sale 10%,264960,24087,Synthetic demo credit sale 900192,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210712120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210713,900186,21,0,1,D04,Demo Logistics,5000,Demo Purchases,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,272140,24740,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,272140,0,Synthetic demo purchase on account 900186,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210713120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20210713,900189,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S004,Demo Logistics Services,00,Out of scope,136230,0,1,D05,Demo Digital Services,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,136230,0,Synthetic demo prepaid service 900189,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210713120000,S004,Demo Logistics Services,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210713,900234,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,398450,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,398450,0,Synthetic demo customer receipt 900234,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210713120000,B001,Demo Central Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20210714,900212,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,82420,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,216910,0,Synthetic demo financing settlement 900212,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210714120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210714,900212,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,17350,0,,,,,,,,,,,,Synthetic demo financing settlement 900212,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210714120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20210714,900212,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,117140,0,,,,,,,,,,,,Synthetic demo financing settlement 900212,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210714120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210714,900221,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,383150,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C004,Demo Customer Dawn,B5,Taxable sale 10%,383150,34832,Synthetic demo credit sale 900221,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210714120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210715,900195,21,0,1,D04,Demo Logistics,5000,Demo Purchases,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,106450,9677,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,106450,0,Synthetic demo purchase on account 900195,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210715120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20210715,900200,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,269950,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C001,Demo Customer Aurora,B5,Taxable sale 10%,269950,24541,Synthetic demo credit sale 900200,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210715120000,C001,Demo Customer Aurora,,,,,,,C001,Demo Customer Aurora,,,,,,,,,,,,,,,
20210716,900204,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,144640,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210716120000,B001,Demo Central Bank,,,,,,,,,,,,,,,,,,,,,,,
20210716,900204,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C005,Demo Customer Elm,00,Out of scope,56250,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210716120000,C005,Demo Customer Elm,,,,,,,,,,,,,,,,,,,,,,,
20210716,900204,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C006,Demo Customer Fjord,B5,Taxable sale 10%,38160,3469,Synthetic demo mixed sales and receipt 900204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210716120000,,,,,,,,,C006,Demo Customer Fjord,,,,,,,,,,,,,,,
20210716,900204,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,162730,14794,Synthetic demo mixed sales and receipt 900204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210716120000,,,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210716,900228,21,0,1,D02,Demo Administration,6140,Demo Vehicle Expense,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,71370,6488,1,D02,Demo Administration,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,71370,0,Synthetic demo operating expense 900228,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210716120000,V001,Demo Vendor Keystone,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210717,900182,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,303390,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,303390,27581,Synthetic demo credit sale 900182,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210717120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20210717,900215,21,0,1,D04,Demo Logistics,5020,Demo Inventory Adjustment,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,289860,26351,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,289860,0,Synthetic demo purchase on account 900215,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210717120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20210717,900233,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,368740,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,368740,0,Synthetic demo customer receipt 900233,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210717120000,B003,Harbor Demo Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210718,900180,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,399270,0,1,D01,Demo Sales,4000,Demo Product Sales,C001,Demo Customer Aurora,B5,Taxable sale 10%,399270,36297,Synthetic demo credit sale 900180,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,C001,Demo Customer Aurora,,,,,,,C001,Demo Customer Aurora,,,,,,,,,,,,,,,
20210718,900193,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V004,Demo Vendor Nimbus,00,Out of scope,228590,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900193,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,V004,Demo Vendor Nimbus,,,,,,,,,,,,,,,,,,,,,,,
20210718,900193,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V007,Demo Vendor Quartz,00,Out of scope,303020,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900193,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,V007,Demo Vendor Quartz,,,,,,,,,,,,,,,,,,,,,,,
20210718,900193,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,255170,0,Synthetic demo multi-vendor settlement 900193,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20210718,900193,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,276440,0,Synthetic demo multi-vendor settlement 900193,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210718,900197,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,246780,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,573920,0,Synthetic demo financing settlement 900197,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210718,900197,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,126260,0,,,,,,,,,,,,Synthetic demo financing settlement 900197,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20210718,900197,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,200880,0,,,,,,,,,,,,Synthetic demo financing settlement 900197,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210718,900206,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,181110,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,248100,0,Synthetic demo financing settlement 900206,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210718,900206,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,7440,0,,,,,,,,,,,,Synthetic demo financing settlement 900206,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20210718,900206,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,59550,0,,,,,,,,,,,,Synthetic demo financing settlement 900206,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210718120000,,,,,,,,,,,,,,,,,,,,,,,,,
20210719,900209,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,00,Out of scope,132930,0,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,132930,0,Synthetic demo prepaid service 900209,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210719120000,S006,Demo Insurance Services,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20210719,900210,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,271330,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210719120000,B001,Demo Central Bank,,,,,,,,,,,,,,,,,,,,,,,
20210719,900210,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,240630,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210719120000,C001,Demo Customer Aurora,,,,,,,,,,,,,,,,,,,,,,,
20210719,900210,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C002,Demo Customer Birch,B5,Taxable sale 10%,225260,20478,Synthetic demo mixed sales and receipt 900210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210719120000,,,,,,,,,C002,Demo Customer Birch,,,,,,,,,,,,,,,
20210719,900210,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C003,Demo Customer Cobalt,B5,Taxable sale 10%,286700,26064,Synthetic demo mixed sales and receipt 900210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210719120000,,,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20210720,900196,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,263010,23910,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,263010,0,Synthetic demo purchase on account 900196,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210720120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20210720,900198,21,0,1,D02,Demo Administration,6020,Demo Office Rent,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,126430,11494,1,D02,Demo Administration,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,126430,0,Synthetic demo operating expense 900198,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210720120000,V001,Demo Vendor Keystone,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20210720,900213,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,170730,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,170730,0,Synthetic demo customer receipt 900213,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210720120000,B001,Demo Central Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210720,900224,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,316120,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,316120,0,Synthetic demo customer receipt 900224,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210720120000,B003,Harbor Demo Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
