source_application,source_record_key,source_row,source_occurrence_side,source_tax_code,source_tax_rate_lexical,source_tax_inclusion_mode,mapping_rule_id,output_tax_type,output_tax_category,output_tax_rate_ratio,output_transaction_classification,restoration_status,trace_sha256
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""154""]",856,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,2B04CCBD319C7C5E3F16D21D81C42DC5FAB8721B007CD18DB64F2180D26D8849
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""155""]",857,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,0CAFE29C4B4FCEDFC7674194F86955F31DCB4A033AFC770C70C16344BFFCBB67
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""155""]",857,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C65BEC90209465C9BFFA939C4DA97B421EDE67D92B33F7A1E79CB1FBF669FC4C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",858,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,39063BB5D3EF73DD4C9C0D04D06EBA11BAF9B97FD584A5A77C7F0539AED31346
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",858,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,5D44DBFA81F55C3669B6FDC62E9BC6C830871E589CA564210843A97CC23558AE
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",859,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F6BEC478B58C71FE0E85246D078341908852C20AA8F7FACC545ED9C8B62494CF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",859,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,FC2E6FA5B73558330769C3FF8CDC4C981CEDB019326D609B43EC1E924CDAF675
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",860,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,A8EF7CBDB182518188E68BE61B6F92BCB66562956C126F1DB3E61E46047F6ECF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",860,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,3668661F14A473AEF20C718F6919B548AAEABE76972E68C207058906F053D90B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",861,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,A59015704E0EE813D9AD17D2711731A32C4B13420C8CCC8599AEF63702889755
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",861,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,0ABAA2063133716137B18994AF6C32BCD6B3A5480D1DD3DB1EA66695EC984FB7
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",862,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,3114FBF3587FEEEAC35F7F922E330C02F2741A1D603E6EB8853D572171EFE081
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",862,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,8C63BA02E4B546E49ED492B375436608FFE412FDF57B1E0AEEA611C3FE232F04
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",863,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,BDFB3583F4A65FF3861C297B4CE6635B4B837BF0BF5DF5EBE5264DE730D41B78
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",863,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,3C0AC88706B6B7B98B99B00B6AE9EE18E28DD1F26BAED8BCC33F76259BF9562A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",864,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,67D2FF514E79D7C0F95CECBEF4BB2A9A5FFC826542FA2C2D0963A60D803AC9FF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",864,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,59A7115BBD3D5E2C4D4B2E19CE8730BE18C56084EF2B0BB671D9A727EF63C539
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",865,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,B75992F5917AC496ADECE3550D29FF7B7DA9235CF65DC4C14617926523694794
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""208""]",865,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,A1A1E37970789ED4CEBE65A939D66D2CD5AA3574DDA6B01D9863207C97072C54
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""36""]",732,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C0989044FB07EADD74E355703E7DA53B4EA3156505744CC3F861B864EEBF0B33
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""36""]",732,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,D35484453E41BD7B3B6F67E5FB316566ADE23DFB72D431D81AFC4E51477D2C2E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""36""]",733,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,EF0A425741520D297ED850FC58E828CF459C8940DB82C1670EF9E382D7E4F53C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""36""]",733,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,3CA198C5ABBD31B34C460FDEA57925878564CB0EACEE3B29E2A5D4DB63AC07FA
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""40""]",734,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F1B2764CDADAEE4554D2FE34934044A5B38B4153B7B469D2A6FB900DB5501A41
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""40""]",734,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,566D0ABEAFA166EDC18A5699109FCA5245E14E117F4DCA1848F909D190B8C7F9
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""55""]",735,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,CE1008BF6AAEF15AC60EF5D5383BC9DD38073FA32B831ED1E70503D289F67EE5
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""55""]",735,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,AFF76B12C92DFEA5C1BA5386A8B523D31DD5A63C3E3798D459275A530DF940F1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""60""]",736,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,16E96DCCCF42F2D8650115D7F22392439732B896C8DB5ABDB1EB41FFCEB09BB3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""60""]",736,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,CF8F13812C8C38E39BA88B412D25984034761533A0D109C8CF6B9072308B8C22
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""63""]",737,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,9E19214AD59083639D3ABAFB7E0794F899BCF8B1929AE9576A8AD30EB910A6EA
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""63""]",737,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,833CE5B0A4E04135E5C05B81594831374CDDCCCD5C689B69AC824D242FEA1DF1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""66""]",738,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,2CE30302827799521FCF7FFE881586A767CC9AE3F6908EB4B1D732E53F540D29
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""66""]",738,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,0492E0B8B7452EF9DBF37B652FD235641B1CD29D15E7634254A8678B5D642C6B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""67""]",739,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,532297DE5A8679E15A5A653272A9972E1CCE520168D5D938F7A8C697DF3DD42F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""67""]",739,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,DBC7222C8D5956841C5D0F4B17F1464DD390A0AAA45B6F1FF255A45945A8BFEC
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""74""]",740,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,7C33DA2F40DC9DE456ACFBF171F367EDD5B45B46734E3C5469E9091ED10C4B08
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""74""]",740,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,B556E9288AD6491B7A4A9E09D54542EE763859C87F64F04CA039918868B011D6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""75""]",741,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,35B833DEA88257D538BDF36B051A22935888DB2B383F998A4B9C528E437F179A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""75""]",741,D,30,,non-taxable,L6:30:,VAT,E,,Purchase,STANDARDIZED,D3A62D58C356042B8331283B62E54AB665C59EB4BC2D74CE6FE5F99BF13592C4
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",742,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,D2FE6A2876819527C206ACF55B878774065FA4FD285C6B06A7B2580F33075A99
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",742,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,74036F983AF3B8FFFEA9BE3DA4D7CBE6DF5FFF73D3E2F18A9A56F9C2BA15303E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",743,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,B75A1E99A7C83FD7AE5462D6B8D7D3FE1C76486862FBE3336248D1A9592A82D2
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",743,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,4ADF8DC22CA468D5C494DBD1F988CFB0A789264E2CCFAB5CDB8496CFF2E4B096
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",744,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,241E40C12BBC649D4C2527A19C4A880286BB20AEE83276DF8FEF1AC7B3F34649
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",744,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,4AF3F480CC1D84373B4C23CEC3AF14A7B786BEE3F30460C84E96465541BE269D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",745,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,478591B56B6FEB4C1FF9C9E475C4F6CACA211623C94003F6D9E24638286DCE98
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",745,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,47CDDDFF65BE2F9C9EA2408F8B6948A486FD776FBB6E2525716CA3FA420995B8
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",746,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,6D02EBF51FE4ED50F6EAA17816EE84AA1F90C0983FFFB4FFD061D88644756B29
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",746,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,41D25445A0F408C20A412E85EAD2D1A615DCA7BEA0629D814AE5FC7CCC87B5EB
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",747,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,1FADB43746C8F348A8DDBF0770CEBBC274E628514FDC17AA5A5A47FC53520C03
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""77""]",747,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,54E49AD4AF8675ABA0E38D7B242F7C922A51690D55DEFFEBDF486C56E7993AE6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""81""]",748,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,11F3E7F48F41FC4E5F94D347EF9CADBB479E128E13D52C89BF824669F961E3AD
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""81""]",748,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,E725F8FE9E5F0B93381BE8A4FC0EFE45E4E72021E41EA2ABD5B5A7D883ADA398
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""87""]",749,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,CFCA422097F6B46420D3A838445718178C1EF7DF1F27802266CD5A07F6CE6A70
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""87""]",749,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,34AE2EC18BBBD44C938E61840F0F4E0A6E095712FA9B59211CC2C7921E427BB1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""99""]",750,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,FD8ECB29D5EBE69BDC7B0FB136918A8D35B048691AD10E97ADB6D073D7387337
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210531"",""99""]",750,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,06F8E9BD7FFC5D14ABBC3636F3F29CCF3EEEB9E57C932EE95385D89768C5BD3C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""106""]",867,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,EC2C6DEBB68618B4A23F189418A6923EDCFA2A91685AE3753EBB7EFB24D65E20
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""106""]",867,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,1D42A0A02F6F2EBCF22B4D24287F9D5A059FE29B210EF408B31AEED4D6ABC5E7
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""106""]",868,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,16819764908A83C39114D76B2158FF0055E33D0AACCC669088A115236B5F5042
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""106""]",868,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,5483A206FD8F8197E7201795269031EE871F6B10960C75E0DBAAF69AAE013E6F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""147""]",869,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,7808EF6B42B1C3969166E26270099516652964A2D40863080041BE7B1B00D7E7
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""147""]",869,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,F2F97BC2A6D7591D7C50C5708F4867826B20CFF723A15D178C9984D3DC6A4D71
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""147""]",870,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,52AEEBA0E9C4EFC2594915620C4ECD0C3CF38C93E4A37457A50B1168FFE1B22C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""147""]",870,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,C8E595BE7804B4A1AF13376B598BEAD6F68084D7929C6B39BE62AB3AB162FCFE
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""94""]",866,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,2633CFDFA09956C0A3F8B7A61C38F15F1522133C995B9E2272EC5C4049DFC90B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210601"",""94""]",866,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,6484304E46C73D8859688D3C6F1A33CE89667F9C1093D44AD4C9CB6F074F9C22
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""10""]",871,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,76DDD123B2570ECD9796733652A50706B52C67A49F405ABE1A49ACBCA6C4C7A8
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""10""]",871,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,A038F591EC0126CC2F952A488DE5D45F5415D8D4FD906965A141686F12D3315B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""18""]",872,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,AF781417686DA518946DE7FA3F3E22E7963E06329683A49A280624E1DE380669
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""18""]",872,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,A16C697204C07CAF9C3E11D5EBF89F020410E897B57B6DB11E176EF60D9AC03E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""42""]",873,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,FD30F72E741D7AEBD4AD9B02747B181B5410BCB3026EA9A0F4881BB8D54A2B62
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""42""]",873,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,70035243E01A55617D445A7C6D16E501E03CF00E08B2D8F28E11F58B0F604A8B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""56""]",874,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,9A9EDA7EE52B2C7B50C66162AD8CB83AED842483D86566AF3645AE967B02CAA3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""56""]",874,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,0B22EDCDDA7EF0EFA675E0FC13FACAB8DF9D9D1C314B15BADA4698D206B18AF9
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""77""]",875,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,AC8DB39D453B507D94ED2AADC5986F72BA681B5478E4B74F9BDE73CE8EF22A33
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210602"",""77""]",875,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,62EAA5B678CB6F3E92D4C1B15B29133AA33CC3C9EC778B266371DF369F332583
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210604"",""161""]",877,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,A0F7BF87C6DD84E218A6BAFDAA69A08FF3C443507DBEA2D1623C6FBBCCDD4BCA
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210604"",""161""]",877,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,F98D5F262EBBDF12875189C9D94D5845C725F54DA073DDCCAA74B0321C36B8E8
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210604"",""19""]",876,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,96319199F0A9BDFECB328F98CC1F3014C8FD13165FAAD44F0BFD2884F60CEF7C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210604"",""19""]",876,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,238E023CEC4588CD5A935D7F7232F3ACD91C2B1790B6D59283EF62821D40DA66
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""133""]",883,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,9FC5DCF3B793E34D0ACB53873FF222AC9B74D53A2B2BF1FA7B767B092EA3C8B5
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""133""]",883,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,C04C0261B1C8DA987186ACA61F8560E41E44E592045201FB864DC2A1FDC1A9EF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""94""]",878,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,086E6CE2D633C34C450DF07C9923B378950D5A7A3D0990A0999E3ED7CA230271
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""94""]",878,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,9EAEAE3E7894D3E66DE24807473FD73AD5B5443270C2C7831CACF36D8EF3B3C2
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""94""]",879,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,04367B898DE63D5B05227FE0CE31DBA93F5AF74641F267FC062025B17886939E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""94""]",879,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,3D5A284D1CE83A103576EC510CC1F26219CC8769B8F5FE6CB15EB3A26C825D25
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""95""]",880,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,E43DD8AE2D8BB203DE0F67AB9DFD56592BAD440D56A2262566BDA95B76B07285
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""95""]",880,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C36A1F496AD5A85DFC37C6C04C6E04F4D005878F2A9E307C56B15787DC0C478D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""95""]",881,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,A96D68B19EC9411E511C5286346A093AFB5A491009D1F83921459C8B7E1F8C0F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""95""]",881,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,0E4F59B8DB09CBC855EF6DBFA924CA54DD8128BE4268A5CB5C491457D118F808
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""96""]",882,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,7860E33AC6B2256C03C03314318984F76B463868D48E1DAD20425147A51B93CE
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210605"",""96""]",882,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,70B35151221C9B4110C510FC08D6C351E2071A64B9DAEBBA1B65AD67CEE45A70
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""110""]",886,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C188B3040A4C9D7BE274ECFB5F59EBD1AAA46FFE45331865EC93E01DDDAE1903
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""110""]",886,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,D9190697E7FA3811A5465636F00EB803409A3C0D997802C4D023017CEB972787
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""122""]",887,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,5B53D0964CE512D4F1C88A782DA01374F6017F883E376543F711832459633D57
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""122""]",887,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,5090DF59478765867F80558D24534D7EA99D8CA45EC33CD05B2AF18A1E783CF8
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",888,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,3B6B1648904C65ED99BFC95383386C58DEC0FBFFB3A13ACAE6B42FBEC1BAC10D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",888,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,5696B1CE81864CB5853DF88869E94C0FCF4F5998B2B5899EFC91BCF79999A3B4
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",889,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,FFAD2B6FEE6E626DBE71F68F8F916A2DA9451D7BB2C5BB42419B6B0CB862B8CE
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",889,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,BA35574A485B15E1B3E326BC91E9D19FE047C037BE271E39491442C8770D0E67
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",890,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,58910EA0E9E7370497138A03B19796948AB81B30364DD3637FA1444172D18A16
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",890,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,75B12EFAAD93FB84DFEC3F4C71AEB4A7EE444C6B414F26786F7606D8A773730B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",891,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,9B3D86E8113E7C982AFB79A81DFD51CE867E390F233C64233E640D907EA49687
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""142""]",891,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,5536D1A7B75897A81A03594D5108D0C3A5B9F01C19EA84BECAF517BD2836BC68
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""20""]",884,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,50029E6607A5DF31291494167CD5092D1936D8E6141DF5B6FD547020F2A1022F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""20""]",884,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,421543E2B72B5F36101D8939B552E6B77597D3C4A135EE2E5C43EDEC7F917C81
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210606"",""84""]",885,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,1B8A47DCE6872E19E7817F88026A0AD5FFBEF1E0ACDBED0235FBE5A79B6FF342
